   8.8238644e+02   8.9407181e+02   8.9526156e+02   8.8357619e+02
   8.0000000e-01   8.0000000e-01   8.0000000e-01   8.0000000e-01
   1.0066406e+03   1.0010973e+03   1.0035754e+03   1.0091187e+03
   8.8532289e+02   8.9704970e+02   8.9822111e+02   8.8649430e+02
   7.9300000e-01   7.9300000e-01   7.9300000e-01   7.9300000e-01
   1.0053427e+03   9.9992666e+02   1.0024173e+03   1.0078333e+03
   8.8833867e+02   9.0012482e+02   9.0126933e+02   8.8948318e+02
   7.3000000e-01   7.3000000e-01   7.3000000e-01   7.3000000e-01
   1.0037466e+03   9.9845850e+02   1.0009614e+03   1.0062495e+03
   8.9171522e+02   9.0355931e+02   9.0467678e+02   8.9283269e+02
   7.1800000e-01   7.1800000e-01   7.1800000e-01   7.1800000e-01
   1.0024364e+03   9.9727680e+02   9.9979162e+02   1.0049512e+03
   8.9485652e+02   9.0675717e+02   9.0784748e+02   8.9594683e+02
   6.5600000e-01   6.5600000e-01   6.5600000e-01   6.5600000e-01
   1.0012160e+03   9.9618555e+02   9.9871203e+02   1.0037424e+03
   8.9776458e+02   9.0972040e+02   9.1078342e+02   8.9882760e+02
   6.4400000e-01   6.4400000e-01   6.4400000e-01   6.4400000e-01
   1.0000254e+03   9.9512474e+02   9.9766258e+02   1.0025633e+03
   9.0098941e+02   9.1299899e+02   9.1403459e+02   9.0202501e+02
   5.8100000e-01   5.8100000e-01   5.8100000e-01   5.8100000e-01
   9.9867673e+02   9.9390637e+02   9.9645527e+02   1.0012256e+03
   9.0432700e+02   9.1638894e+02   9.1739700e+02   9.0533506e+02
   5.6900000e-01   5.6900000e-01   5.6900000e-01   5.6900000e-01
   9.9754124e+02   9.9289744e+02   9.9545676e+02   1.0001006e+03
   9.0731672e+02   9.1942796e+02   9.2040928e+02   9.0829804e+02
   5.6600000e-01   5.6600000e-01   5.6600000e-01   5.6600000e-01
   9.9640463e+02   9.9188792e+02   9.9445737e+02   9.9897408e+02
   9.1030817e+02   9.2246737e+02   9.2342183e+02   9.1126263e+02
   5.6300000e-01   5.6300000e-01   5.6300000e-01   5.6300000e-01
   9.9526892e+02   9.9087978e+02   9.9345908e+02   9.9784822e+02
   9.1329933e+02   9.2550516e+02   9.2643267e+02   9.1422684e+02
   5.5900000e-01   5.5900000e-01   5.5900000e-01   5.5900000e-01
   9.9414810e+02   9.8988702e+02   9.9247590e+02   9.9673698e+02
   9.1620722e+02   9.2845834e+02   9.2935878e+02   9.1710766e+02
   5.6400000e-01   5.6400000e-01   5.6400000e-01   5.6400000e-01
   9.9302720e+02   9.8889464e+02   9.9149280e+02   9.9562536e+02
   9.1911582e+02   9.3141090e+02   9.3228418e+02   9.1998910e+02
   4.7000000e-01   4.7000000e-01   4.7000000e-01   4.7000000e-01
   9.9177634e+02   9.8823481e+02   9.9087166e+02   9.9441319e+02
   9.2220173e+02   9.3467988e+02   9.3542827e+02   9.2295012e+02
   4.7800000e-01   4.7800000e-01   4.7800000e-01   4.7800000e-01
   9.9074045e+02   9.8779800e+02   9.9046755e+02   9.9341000e+02
   9.2544468e+02   9.3807753e+02   9.3869932e+02   9.2606647e+02
   4.8600000e-01   4.8600000e-01   4.8600000e-01   4.8600000e-01
   9.8961626e+02   9.8727959e+02   9.8997574e+02   9.9231241e+02
   9.2889571e+02   9.4165451e+02   9.4214829e+02   9.2938949e+02
   4.1900000e-01   4.1900000e-01   4.1900000e-01   4.1900000e-01
   9.8893342e+02   9.8690917e+02   9.8961658e+02   9.9164083e+02
   9.3260708e+02   9.4541916e+02   9.4584692e+02   9.3303484e+02
   4.5200000e-01   4.5200000e-01   4.5200000e-01   4.5200000e-01
   9.8811850e+02   9.8663254e+02   9.8935550e+02   9.9084146e+02
   9.3704419e+02   9.4992980e+02   9.5024381e+02   9.3735820e+02
   4.9500000e-01   4.9500000e-01   4.9500000e-01   4.9500000e-01
   9.8726721e+02   9.8610143e+02   9.8903479e+02   9.9020057e+02
   9.4331721e+02   9.5586015e+02   9.5613279e+02   9.4358985e+02
   6.0400000e-01   6.0400000e-01   6.0400000e-01   6.0400000e-01
   9.8682911e+02   9.8584588e+02   9.8878289e+02   9.8976612e+02
   9.4710074e+02   9.5965931e+02   9.5988926e+02   9.4733069e+02
   6.0900000e-01   6.0900000e-01   6.0900000e-01   6.0900000e-01
   9.8644522e+02   9.8564474e+02   9.8858478e+02   9.8938526e+02
   9.5089063e+02   9.6346217e+02   9.6364937e+02   9.5107783e+02
   6.1300000e-01   6.1300000e-01   6.1300000e-01   6.1300000e-01
   9.8611655e+02   9.8549899e+02   9.8844145e+02   9.8905901e+02
   9.5468586e+02   9.6726771e+02   9.6741214e+02   9.5483029e+02
   6.1800000e-01   6.1800000e-01   6.1800000e-01   6.1800000e-01
   9.8584413e+02   9.8540963e+02   9.8835387e+02   9.8878837e+02
   9.5848444e+02   9.7107394e+02   9.7117556e+02   9.5858606e+02
   6.2200000e-01   6.2200000e-01   6.2200000e-01   6.2200000e-01
   9.8562597e+02   9.8537462e+02   9.8832003e+02   9.8857138e+02
   9.6228736e+02   9.7488185e+02   9.7494064e+02   9.6234615e+02
   6.2700000e-01   6.2700000e-01   6.2700000e-01   6.2700000e-01
   9.8546310e+02   9.8539494e+02   9.8834090e+02   9.8840906e+02
   9.6609262e+02   9.7868944e+02   9.7870538e+02   9.6610856e+02
   6.3200000e-01   6.3200000e-01   6.3200000e-01   6.3200000e-01
   9.8545353e+02   9.8556859e+02   9.8851447e+02   9.8839941e+02
   9.6915922e+02   9.8175569e+02   9.8172878e+02   9.6913231e+02
   7.2300000e-01   7.2300000e-01   7.2300000e-01   7.2300000e-01
   9.8544529e+02   9.8574354e+02   9.8868871e+02   9.8839046e+02
   9.7222714e+02   9.8482061e+02   9.8475086e+02   9.7215739e+02
   8.1500000e-01   8.1500000e-01   8.1500000e-01   8.1500000e-01
   9.8543639e+02   9.8591776e+02   9.8886161e+02   9.8838024e+02
   9.7529639e+02   9.8788419e+02   9.8777161e+02   9.7518381e+02
   9.0700000e-01   9.0700000e-01   9.0700000e-01   9.0700000e-01
   9.8552285e+02   9.8618725e+02   9.8912915e+02   9.8846475e+02
   9.7772596e+02   9.9030542e+02   9.9015004e+02   9.7757058e+02
   9.9800000e-01   9.9800000e-01   9.9800000e-01   9.9800000e-01
   9.8560969e+02   9.8645698e+02   9.8939631e+02   9.8854902e+02
   9.8015784e+02   9.9272631e+02   9.9252816e+02   9.7995969e+02
   1.0900000e+00   1.0900000e+00   1.0900000e+00   1.0900000e+00
   9.8569694e+02   9.8672693e+02   9.8966306e+02   9.8863307e+02
   9.8259003e+02   9.9514485e+02   9.9490397e+02   9.8234915e+02
   1.1820000e+00   1.1820000e+00   1.1820000e+00   1.1820000e+00
   9.8586315e+02   9.8696616e+02   9.8990085e+02   9.8879784e+02
   9.8442567e+02   9.9697429e+02   9.9671633e+02   9.8416771e+02
   1.2130000e+00   1.2130000e+00   1.2130000e+00   1.2130000e+00
   9.8603043e+02   9.8720643e+02   9.9013957e+02   9.8896357e+02
   9.8626252e+02   9.9880451e+02   9.9852948e+02   9.8598749e+02
   1.2450000e+00   1.2450000e+00   1.2450000e+00   1.2450000e+00
   9.8619679e+02   9.8744573e+02   9.9037721e+02   9.8912827e+02
   9.8809858e+02   1.0006335e+03   1.0003414e+03   9.8780649e+02
   1.2770000e+00   1.2770000e+00   1.2770000e+00   1.2770000e+00
   9.8635821e+02   9.8768006e+02   9.9060979e+02   9.8928794e+02
   9.8987784e+02   1.0024053e+03   1.0020962e+03   9.8956871e+02
   1.3090000e+00   1.3090000e+00   1.3090000e+00   1.3090000e+00
   9.8651870e+02   9.8791341e+02   9.9084130e+02   9.8944659e+02
   9.9165631e+02   1.0041759e+03   1.0038497e+03   9.9133014e+02
   1.3400000e+00   1.3400000e+00   1.3400000e+00   1.3400000e+00
   9.8668027e+02   9.8814779e+02   9.9107373e+02   9.8960621e+02
   9.9343599e+02   1.0059472e+03   1.0056040e+03   9.9309279e+02
   1.3720000e+00   1.3720000e+00   1.3720000e+00   1.3720000e+00
   9.8697080e+02   9.8844751e+02   9.9137320e+02   9.8989649e+02
   9.9573860e+02   1.0082487e+03   1.0079034e+03   9.9539325e+02
   1.3600000e+00   1.3600000e+00   1.3600000e+00   1.3600000e+00
   9.8726033e+02   9.8874624e+02   9.9167167e+02   9.9018576e+02
   9.9804022e+02   1.0105493e+03   1.0102018e+03   9.9769272e+02
   1.3490000e+00   1.3490000e+00   1.3490000e+00   1.3490000e+00
   9.8755086e+02   9.8904596e+02   9.9197114e+02   9.9047604e+02
   1.0003418e+03   1.0128498e+03   1.0125002e+03   9.9999219e+02
   1.3370000e+00   1.3370000e+00   1.3370000e+00   1.3370000e+00
   9.8784040e+02   9.8934468e+02   9.9226960e+02   9.9076532e+02
   1.0026445e+03   1.0151513e+03   1.0147995e+03   1.0022927e+03
   1.3250000e+00   1.3250000e+00   1.3250000e+00   1.3250000e+00
   9.8812993e+02   9.8964341e+02   9.9256807e+02   9.9105459e+02
   1.0049461e+03   1.0174519e+03   1.0170979e+03   1.0045921e+03
   1.3140000e+00   1.3140000e+00   1.3140000e+00   1.3140000e+00
   9.8847835e+02   9.9000332e+02   9.9292765e+02   9.9140268e+02
   1.0077101e+03   1.0202145e+03   1.0198579e+03   1.0073535e+03
   1.3240000e+00   1.3240000e+00   1.3240000e+00   1.3240000e+00
   9.8882677e+02   9.9036322e+02   9.9328723e+02   9.9175078e+02
   1.0104742e+03   1.0229771e+03   1.0226178e+03   1.0101149e+03
   1.3340000e+00   1.3340000e+00   1.3340000e+00   1.3340000e+00
   9.8917520e+02   9.9072313e+02   9.9364680e+02   9.9209887e+02
   1.0132382e+03   1.0257398e+03   1.0253778e+03   1.0128762e+03
   1.3450000e+00   1.3450000e+00   1.3450000e+00   1.3450000e+00
   9.8952362e+02   9.9108304e+02   9.9400638e+02   9.9244696e+02
   1.0160023e+03   1.0285024e+03   1.0281377e+03   1.0156376e+03
   1.3550000e+00   1.3550000e+00   1.3550000e+00   1.3550000e+00
   9.8987205e+02   9.9144295e+02   9.9436595e+02   9.9279505e+02
   1.0187654e+03   1.0312640e+03   1.0308966e+03   1.0183980e+03
   1.3650000e+00   1.3650000e+00   1.3650000e+00   1.3650000e+00
   9.9018948e+02   9.9177186e+02   9.9469452e+02   9.9311214e+02
   1.0212834e+03   1.0337806e+03   1.0334106e+03   1.0209134e+03
   1.3760000e+00   1.3760000e+00   1.3760000e+00   1.3760000e+00
   9.9050691e+02   9.9210077e+02   9.9502309e+02   9.9342923e+02
   1.0238005e+03   1.0362963e+03   1.0359235e+03   1.0234277e+03
   1.3860000e+00   1.3860000e+00   1.3860000e+00   1.3860000e+00
   9.9082434e+02   9.9242968e+02   9.9535166e+02   9.9374632e+02
   1.0263186e+03   1.0388129e+03   1.0384374e+03   1.0259431e+03
   1.3970000e+00   1.3970000e+00   1.3970000e+00   1.3970000e+00
   9.9114178e+02   9.9275859e+02   9.9568022e+02   9.9406341e+02
   1.0288357e+03   1.0413285e+03   1.0409503e+03   1.0284575e+03
   1.4070000e+00   1.4070000e+00   1.4070000e+00   1.4070000e+00
   9.9145921e+02   9.9308750e+02   9.9600879e+02   9.9438050e+02
   1.0313537e+03   1.0438451e+03   1.0434643e+03   1.0309729e+03
   1.4170000e+00   1.4170000e+00   1.4170000e+00   1.4170000e+00
   9.9177765e+02   9.9341741e+02   9.9633835e+02   9.9469859e+02
   1.0338708e+03   1.0463607e+03   1.0459772e+03   1.0334873e+03
   1.4280000e+00   1.4280000e+00   1.4280000e+00   1.4280000e+00
   9.9205609e+02   9.9374862e+02   9.9666791e+02   9.9497538e+02
   1.0363275e+03   1.0488103e+03   1.0484145e+03   1.0359317e+03
   1.4130000e+00   1.4130000e+00   1.4130000e+00   1.4130000e+00
   9.9233558e+02   9.9408083e+02   9.9699842e+02   9.9525317e+02
   1.0387843e+03   1.0512598e+03   1.0508517e+03   1.0383762e+03
   1.3990000e+00   1.3990000e+00   1.3990000e+00   1.3990000e+00
   9.9261510e+02   9.9441306e+02   9.9732890e+02   9.9553094e+02
   1.0412422e+03   1.0537103e+03   1.0532898e+03   1.0408217e+03
   1.3850000e+00   1.3850000e+00   1.3850000e+00   1.3850000e+00
   9.9289467e+02   9.9474529e+02   9.9765933e+02   9.9580871e+02
   1.0436992e+03   1.0561596e+03   1.0557268e+03   1.0432664e+03
   1.3700000e+00   1.3700000e+00   1.3700000e+00   1.3700000e+00
   9.9317428e+02   9.9507754e+02   9.9798972e+02   9.9608646e+02
   1.0461564e+03   1.0586087e+03   1.0581636e+03   1.0457113e+03
   1.3560000e+00   1.3560000e+00   1.3560000e+00   1.3560000e+00
